comment_id,comment_text,sentiment,category,emoji_count,hashtag_count,exclaim_count,word_count,char_count,likes,follower_bin
2266,Are you hiring?,Neutral,fitness,0,0,0,3,15,4,0
2267,Are you hiring?,Neutral,sports,0,0,0,3,15,4,2
2268,Slaying as usual 👏,Positive,food,1,0,0,4,18,14,1
2269,This is everything ❤️,Positive,beauty,0,0,0,4,21,3,2
2270,Checking in from Dubai 🇦🇪 #ootd,Neutral,fashion,0,1,0,6,31,3,0
2271,Getting worse every post,Negative,fitness,0,0,0,4,24,0,2
2272,This warmed my heart 🥰 #style #outfitoftheday,Positive,fashion,1,2,0,7,45,5,2
2273,Why do people even like this?,Negative,tech,0,0,0,6,29,2,1
2274,Stunning as always!,Positive,travel,0,0,1,3,19,12,1
2275,Stop posting this garbage #ootd,Negative,fashion,0,1,0,5,31,9,0
2276,You inspire me every day,Positive,food,0,0,0,5,24,11,1
2277,Literally the best 💖,Positive,lifestyle,1,0,0,4,20,16,1
2278,This ruins everything 😤,Negative,sports,1,0,0,4,23,2,2
2279,Followed for more content,Neutral,beauty,0,0,0,4,25,5,0
2280,10/10 content!,Positive,sports,0,0,1,2,14,0,2
2281,Different vibe today,Neutral,tech,0,0,0,3,20,1,1
2282,This ruins everything 😤 #travel #instatravel,Negative,travel,1,2,0,6,44,1,2
2283,This is misleading #adventure #travel,Negative,travel,0,2,0,5,37,1,2
2284,Such a vibe ✨,Positive,fashion,0,0,0,4,13,0,0
2285,This showed up on my feed,Neutral,fashion,0,0,0,6,25,0,2
2286,Way too much editing,Negative,travel,0,0,0,4,20,0,2
2287,Yesss queen 👑 #skincare,Positive,beauty,1,1,0,4,23,42,0
2288,Best post today!,Positive,travel,0,0,1,3,16,4,2
2289,You always deliver 💯 #dailylife #mood,Positive,lifestyle,1,2,0,6,37,7,2
2290,DM me please #sports #champion,Neutral,sports,0,2,0,5,30,1,1
2291,This looks awful honestly,Negative,tech,0,0,0,4,25,2,2
2292,Not a fan of this at all,Negative,fitness,0,0,0,7,24,0,0
2293,So happy for you!,Positive,travel,0,0,1,4,17,2,0
2294,Way too much editing #lifestyle #vibes,Negative,lifestyle,0,2,0,6,38,2,1
2295,Obsessed with this look!,Positive,lifestyle,0,0,1,4,24,0,2
2296,Just scrolling by,Neutral,travel,0,0,0,3,17,0,2
2297,Absolutely love this!,Positive,beauty,0,0,1,3,21,2,2
2298,You inspire me every day #workout #fitness,Positive,fitness,0,2,0,7,42,0,2
2299,I disagree completely #football #sports,Negative,sports,0,2,0,5,39,0,1
2300,First time seeing this,Neutral,tech,0,0,0,4,22,2,1
2301,Why do people even like this? #sports,Negative,sports,0,1,0,7,37,4,2
2302,What were you thinking?,Negative,beauty,0,0,0,4,23,2,2
2303,Keep posting please! #dailylife,Positive,lifestyle,0,1,1,4,31,8,2
2304,So bad I had to comment,Negative,tech,0,0,0,6,23,1,1
2305,This is cringe #programming,Negative,tech,0,1,0,4,27,8,0
2306,Way too much editing,Negative,fashion,0,0,0,4,20,1,1
2307,This is fire 🔥,Positive,sports,1,0,0,4,14,1,2
2308,This is everything ❤️,Positive,fitness,0,0,0,4,21,11,0
2309,Saved this post,Neutral,fashion,0,0,0,3,15,0,2
2310,Classic style,Neutral,lifestyle,0,0,0,2,13,2,2
2311,10/10 content!,Positive,sports,0,0,1,2,14,8,2
2312,Blessed to see this!,Positive,lifestyle,0,0,1,4,20,24,0
2313,This made my day 😍,Positive,travel,1,0,0,5,18,8,1
2314,This made my day 😍,Positive,lifestyle,1,0,0,5,18,14,1
2315,You look amazing!,Positive,beauty,0,0,1,3,17,59,0
2316,This deserves more likes!,Positive,food,0,0,1,4,25,1,2
2317,Incredible photo!,Positive,travel,0,0,1,2,17,3,2
2318,Why do people even like this? #mood,Negative,lifestyle,0,1,0,7,35,1,0
2319,This deserves more likes!,Positive,fashion,0,0,1,4,25,6,0
2320,What's the song?,Neutral,fitness,0,0,0,3,16,2,2
2321,This is fire 🔥 #explore #instatravel,Positive,travel,1,2,0,6,36,28,1
2322,Passing through 👀 #travel,Neutral,travel,1,1,0,4,25,6,0
2323,Why do people even like this?,Negative,tech,0,0,0,6,29,2,0
2324,You always deliver 💯 #workout #gym,Positive,fitness,1,2,0,6,34,4,2
2325,Love your energy! #beauty #skincare,Positive,beauty,0,2,1,5,35,20,2
2326,Not what I expected 🙁,Negative,fitness,1,0,0,5,21,9,1
2327,Could be better could be worse #fashion #outfitoftheday,Neutral,fashion,0,2,0,8,55,8,0
2328,When was this taken?,Neutral,fashion,0,0,0,4,20,0,1
2329,I disagree completely #fashion,Negative,fashion,0,1,0,4,30,3,2
2330,Keep posting please!,Positive,sports,0,0,1,3,20,0,2
2331,This place looks dreamy 🌈,Positive,travel,1,0,0,5,25,3,2
2332,Just stop already #dailylife #mood,Negative,lifestyle,0,2,0,5,34,0,1
2333,This deserves more likes!,Positive,fashion,0,0,1,4,25,11,0
2334,Followed for more content,Neutral,travel,0,0,0,4,25,5,2
2335,This is everything ❤️,Positive,travel,0,0,0,4,21,1,2
2336,This ruins everything 😤,Negative,beauty,1,0,0,4,23,1,2
2337,Best post today!,Positive,beauty,0,0,1,3,16,7,2
2338,New follower here!,Neutral,sports,0,0,1,3,18,2,2
2339,This made my day 😍,Positive,travel,1,0,0,5,18,1,2
2340,Ugh not again 🙄,Negative,beauty,1,0,0,4,15,1,0
2341,You are so inspiring!,Positive,beauty,0,0,1,4,21,16,1
2342,Getting worse every post,Negative,food,0,0,0,4,24,0,1
2343,Completely overrated #explore #instatravel,Negative,travel,0,2,0,4,42,0,1
2344,Such a vibe ✨,Positive,lifestyle,0,0,0,4,13,5,2
2345,This makes no sense #foodporn #foodie,Negative,food,0,2,0,6,37,8,0
2346,Just stop already #vibes,Negative,lifestyle,0,1,0,4,24,3,2
2347,Classic style #travel #explore,Neutral,travel,0,2,0,4,30,5,0
2348,This is fire 🔥,Positive,lifestyle,1,0,0,4,14,5,1
2349,This is misleading #explore,Negative,travel,0,1,0,4,27,2,1
2350,This warmed my heart 🥰,Positive,lifestyle,1,0,0,5,22,0,0
2351,Best post today!,Positive,fashion,0,0,1,3,16,12,2
2352,Super boring honestly,Negative,beauty,0,0,0,3,21,7,2
2353,Goals! 🔥🔥,Positive,food,2,0,1,2,9,11,0
2354,Absolutely love this! #foodie #yummy,Positive,food,0,2,1,5,36,24,0
2355,What's the song?,Neutral,fashion,0,0,0,3,16,6,0
2356,This ruins everything 😤,Negative,beauty,1,0,0,4,23,0,0
2357,Looks very forced honestly,Negative,travel,0,0,0,4,26,6,0
2358,This made my day 😍,Positive,sports,1,0,0,5,18,0,2
2359,Not bad not great,Neutral,fitness,0,0,0,4,17,3,1
2360,This place looks dreamy 🌈 #adventure,Positive,travel,1,1,0,6,36,1,0
2361,Super boring honestly,Negative,beauty,0,0,0,3,21,0,2
2362,Passing through 👀 #football,Neutral,sports,1,1,0,4,27,2,0
2363,Spreading good vibes 🌟 #fashion #style,Positive,fashion,1,2,0,6,38,4,0
2364,Not bad not great,Neutral,sports,0,0,0,4,17,3,2
2365,This is misleading,Negative,fitness,0,0,0,3,18,2,2
2366,Why do people even like this?,Negative,lifestyle,0,0,0,6,29,0,0
2367,Literally the best 💖,Positive,travel,1,0,0,4,20,1,1
2368,What filter is this?,Neutral,lifestyle,0,0,0,4,20,4,0
2369,This is everything ❤️ #champion #athlete,Positive,sports,0,2,0,6,40,5,1
2370,Goals! 🔥🔥,Positive,tech,2,0,1,2,9,15,0
2371,Slaying as usual 👏,Positive,fitness,1,0,0,4,18,12,2
2372,What's the song? #instatravel,Neutral,travel,0,1,0,4,29,9,0
2373,This is fire 🔥 #programming,Positive,tech,1,1,0,5,27,14,2
2374,Magical shot! 📸,Positive,travel,1,0,1,3,15,6,2
2375,This is everything ❤️,Positive,fashion,0,0,0,4,21,13,0
2376,Different vibe today,Neutral,beauty,0,0,0,3,20,1,1
2377,Stunning as always!,Positive,food,0,0,1,3,19,4,0
2378,Added to my list #workout,Neutral,fitness,0,1,0,5,25,7,0
2379,Saved this post,Neutral,fashion,0,0,0,3,15,2,1
2380,So happy for you!,Positive,travel,0,0,1,4,17,19,1
2381,How long did this take?,Neutral,lifestyle,0,0,0,5,23,8,2
2382,Keep posting please!,Positive,tech,0,0,1,3,20,23,1
2383,What camera did you use?,Neutral,lifestyle,0,0,0,5,24,12,0
2384,What camera did you use?,Neutral,sports,0,0,0,5,24,2,2
2385,Getting worse every post,Negative,food,0,0,0,4,24,1,0
2386,Terrible quality tbh,Negative,fashion,0,0,0,3,20,2,0
2387,You are so inspiring! #cricket #football,Positive,sports,0,2,1,6,40,5,2
2388,Very underwhelming,Negative,lifestyle,0,0,0,2,18,2,1
2389,First time seeing this,Neutral,tech,0,0,0,4,22,6,1
2390,Passing through 👀 #ootd #trendy,Neutral,fashion,1,2,0,5,31,5,2
2391,Love from India 🇮🇳 #sports,Neutral,sports,0,1,0,5,26,2,1
2392,So happy for you!,Positive,fitness,0,0,1,4,17,2,1
2393,Literally the best 💖,Positive,travel,1,0,0,4,20,6,0
2394,Why do people even like this? #fashion #trendy,Negative,fashion,0,2,0,8,46,0,0
2395,Living for this content!,Positive,tech,0,0,1,4,24,26,0
2396,What filter is this?,Neutral,food,0,0,0,4,20,2,1
2397,Living for this content!,Positive,fashion,0,0,1,4,24,2,1
2398,This is so disappointing 😞,Negative,sports,1,0,0,5,26,0,0
2399,Could be better could be worse #tech #innovation,Neutral,tech,0,2,0,8,48,5,2
2400,This is so beautiful!,Positive,food,0,0,1,4,21,12,1
2401,This is everything ❤️,Positive,travel,0,0,0,4,21,4,0
2402,This is fire 🔥,Positive,food,1,0,0,4,14,0,0
2403,Just saw this on explore,Neutral,food,0,0,0,5,24,2,0
2404,So much hype for nothing,Negative,sports,0,0,0,5,24,1,1
2405,Literally the best 💖,Positive,lifestyle,1,0,0,4,20,13,0
2406,This is cringe,Negative,tech,0,0,0,3,14,2,2
2407,10/10 content!,Positive,travel,0,0,1,2,14,5,1
2408,Living for this content!,Positive,tech,0,0,1,4,24,2,1
2409,Saved this post,Neutral,travel,0,0,0,3,15,22,1
2410,Okay I guess,Neutral,travel,0,0,0,3,12,3,2
2411,What filter is this? #ootd #outfitoftheday,Neutral,fashion,0,2,0,6,42,5,1
2412,This showed up on my feed,Neutral,sports,0,0,0,6,25,0,1
2413,This deserves more likes!,Positive,beauty,0,0,1,4,25,7,0
2414,What were you thinking? #trendy,Negative,fashion,0,1,0,5,31,0,0
2415,Interesting perspective,Neutral,beauty,0,0,0,2,23,3,1
2416,Incredible photo!,Positive,tech,0,0,1,2,17,39,1
2417,Slaying as usual 👏,Positive,sports,1,0,0,4,18,5,2
2418,Incredible photo! #outfitoftheday,Positive,fashion,0,1,1,3,33,0,2
2419,This made my day 😍,Positive,sports,1,0,0,5,18,0,1
2420,Worst content ever 😒,Negative,travel,1,0,0,4,20,1,2
2421,So bad I had to comment,Negative,travel,0,0,0,6,23,0,0
2422,10/10 content! #glow,Positive,beauty,0,1,1,3,20,0,1
2423,Totally unrelatable #foodie,Negative,food,0,1,0,3,27,4,0
2424,Actual goals 🙌,Positive,food,1,0,0,3,14,7,1
2425,Just scrolling by,Neutral,beauty,0,0,0,3,17,1,0
2426,So proud of you ❤️,Positive,fitness,0,0,0,5,18,27,1
2427,Ugh not again 🙄 #football,Negative,sports,1,1,0,5,25,0,1
2428,Such a vibe ✨ #instatravel,Positive,travel,0,1,0,5,26,37,2
2429,Totally in love!,Positive,sports,0,0,1,3,16,4,0
2430,Added to my list,Neutral,travel,0,0,0,4,16,10,0
2431,You inspire me every day,Positive,lifestyle,0,0,0,5,24,11,0
2432,Added to my list,Neutral,beauty,0,0,0,4,16,8,2
2433,Spreading good vibes 🌟,Positive,food,1,0,0,4,22,49,2
2434,Can't stop smiling at this 😊,Positive,beauty,1,0,0,6,28,4,0
2435,Love your energy!,Positive,tech,0,0,1,3,17,38,0
2436,Passing through 👀,Neutral,fashion,1,0,0,3,17,2,1
2437,This is cringe,Negative,fitness,0,0,0,3,14,1,1
2438,This is so beautiful!,Positive,lifestyle,0,0,1,4,21,4,1
2439,This place looks dreamy 🌈,Positive,tech,1,0,0,5,25,9,0
2440,Goals! 🔥🔥,Positive,travel,2,0,1,2,9,2,2
2441,Blessed to see this! #athlete #sports,Positive,sports,0,2,1,6,37,9,1
2442,This is misleading,Negative,travel,0,0,0,3,18,2,2
2443,Slaying as usual 👏,Positive,food,1,0,0,4,18,17,1
2444,Totally in love!,Positive,food,0,0,1,3,16,21,1
2445,Keep posting please!,Positive,lifestyle,0,0,1,3,20,6,0
2446,Could be better could be worse #ai #tech,Neutral,tech,0,2,0,8,40,1,1
2447,Not bad not great,Neutral,fitness,0,0,0,4,17,1,1
2448,Interesting shot,Neutral,fitness,0,0,0,2,16,1,0
2449,So proud of you ❤️ #travel,Positive,travel,0,1,0,6,26,0,0
2450,Actual goals 🙌,Positive,food,1,0,0,3,14,5,2
2451,Actual goals 🙌,Positive,sports,1,0,0,3,14,3,0
2452,Getting worse every post #instafood,Negative,food,0,1,0,5,35,10,0
2453,This is so disappointing 😞,Negative,fitness,1,0,0,5,26,2,2
2454,Can't stop smiling at this 😊,Positive,food,1,0,0,6,28,5,2
2455,Absolutely not my thing #champion #cricket,Negative,sports,0,2,0,6,42,2,1
2456,Literally the best 💖 #foodie,Positive,food,1,1,0,5,28,1,0
2457,Checking in from Dubai 🇦🇪,Neutral,tech,0,0,0,5,25,2,2
2458,Reposting this,Neutral,fitness,0,0,0,2,14,4,0
2459,Best post today! #selfcare #glow,Positive,beauty,0,2,1,5,32,8,2
2460,You lost me here #ootd #fashion,Negative,fashion,0,2,0,6,31,1,2
2461,"Nice location, where is this?",Neutral,tech,0,0,0,5,29,25,0
2462,You look amazing!,Positive,sports,0,0,1,3,17,25,0
2463,Terrible quality tbh,Negative,lifestyle,0,0,0,3,20,2,2
2464,This deserves more likes!,Positive,fitness,0,0,1,4,25,10,1
2465,Way too much editing #fitlife #workout,Negative,fitness,0,2,0,6,38,2,2
2466,Love from India 🇮🇳 #skincare #makeup,Neutral,beauty,0,2,0,6,36,1,0
2467,Getting worse every post,Negative,food,0,0,0,4,24,1,1
2468,Added to my list,Neutral,beauty,0,0,0,4,16,0,1
2469,Literally the best 💖 #athlete #sports,Positive,sports,1,2,0,6,37,7,0
2470,"Noted, will try",Neutral,lifestyle,0,0,0,3,15,3,1
2471,Living for this content! #vibes,Positive,lifestyle,0,1,1,5,31,3,0
2472,Such a vibe ✨ #sports,Positive,sports,0,1,0,5,21,39,1
2473,Totally in love! #innovation #programming,Positive,tech,0,2,1,5,41,28,1
2474,Spreading good vibes 🌟,Positive,travel,1,0,0,4,22,15,0
2475,You are so inspiring!,Positive,fitness,0,0,1,4,21,9,2
2476,Such a vibe ✨ #coding #programming,Positive,tech,0,2,0,6,34,24,1
2477,This is so beautiful! #innovation #programming,Positive,tech,0,2,1,6,46,1,2
2478,This place looks dreamy 🌈 #wanderlust #explore,Positive,travel,1,2,0,7,46,18,2
2479,Interesting shot,Neutral,fitness,0,0,0,2,16,0,1
2480,Best post today!,Positive,beauty,0,0,1,3,16,18,1
2481,Hard pass 👎 #champion #football,Negative,sports,1,2,0,5,31,0,2
2482,This deserves more likes!,Positive,travel,0,0,1,4,25,25,2
2483,Reposting this,Neutral,fashion,0,0,0,2,14,14,0
2484,Love from India 🇮🇳,Neutral,fashion,0,0,0,4,18,0,0
2485,This is fire 🔥,Positive,fitness,1,0,0,4,14,7,2
2486,10/10 content!,Positive,sports,0,0,1,2,14,47,2
2487,This is fire 🔥,Positive,sports,1,0,0,4,14,7,1
2488,This is misleading,Negative,beauty,0,0,0,3,18,5,1
2489,This deserves more likes!,Positive,food,0,0,1,4,25,10,2
2490,Totally in love!,Positive,travel,0,0,1,3,16,5,1
2491,Classic style,Neutral,fashion,0,0,0,2,13,1,0
2492,"Nice location, where is this?",Neutral,fitness,0,0,0,5,29,1,2
2493,When was this taken?,Neutral,tech,0,0,0,4,20,7,1
2494,Very underwhelming #yummy,Negative,food,0,1,0,3,25,1,0
2495,Can't stop smiling at this 😊,Positive,lifestyle,1,0,0,6,28,8,0
2496,This is so beautiful!,Positive,lifestyle,0,0,1,4,21,8,1
2497,10/10 content! #ai #coding,Positive,tech,0,2,1,4,26,10,2
2498,Obsessed with this look! #foodporn #delicious,Positive,food,0,2,1,6,45,24,1
2499,This made my day 😍,Positive,lifestyle,1,0,0,5,18,47,2
2500,This deserves more likes!,Positive,travel,0,0,1,4,25,6,0
2501,Way too much editing,Negative,beauty,0,0,0,4,20,5,0
2502,This showed up on my feed,Neutral,food,0,0,0,6,25,7,0
2503,Pure perfection! #gym,Positive,fitness,0,1,1,3,21,10,0
2504,Not what I expected 🙁 #beauty #glow,Negative,beauty,1,2,0,7,35,9,1
2505,So bad I had to comment,Negative,lifestyle,0,0,0,6,23,0,2
2506,Incredible photo!,Positive,fitness,0,0,1,2,17,1,0
2507,When was this taken? #tech,Neutral,tech,0,1,0,5,26,9,2
2508,Love from India 🇮🇳 #ootd,Neutral,fashion,0,1,0,5,24,2,0
2509,Neutral opinion here #adventure #travel,Neutral,travel,0,2,0,5,39,9,2
2510,Interesting shot,Neutral,sports,0,0,0,2,16,11,2
2511,Stunning as always! #gym,Positive,fitness,0,1,1,4,24,0,0
2512,This is cringe,Negative,food,0,0,0,3,14,6,2
2513,What filter is this? #instatravel,Neutral,travel,0,1,0,5,33,2,1
2514,Magical shot! 📸,Positive,beauty,1,0,1,3,15,8,0
2515,Not what I expected 🙁 #programming #tech,Negative,tech,1,2,0,7,40,2,2
2516,Literally the best 💖,Positive,food,1,0,0,4,20,31,2
2517,This looks awful honestly #mood,Negative,lifestyle,0,1,0,5,31,0,0
2518,This looks awful honestly,Negative,fashion,0,0,0,4,25,1,2
2519,Looks very forced honestly,Negative,fashion,0,0,0,4,26,3,1
2520,Best post today!,Positive,food,0,0,1,3,16,15,1
2521,Slaying as usual 👏 #yummy,Positive,food,1,1,0,5,25,14,0
2522,This deserves more likes!,Positive,lifestyle,0,0,1,4,25,1,1
2523,So much hype for nothing,Negative,travel,0,0,0,5,24,1,2
2524,Terrible quality tbh,Negative,fashion,0,0,0,3,20,1,0
2525,"Noted, will try #foodie #yummy",Neutral,food,0,2,0,5,30,8,1
2526,This is everything ❤️ #wanderlust,Positive,travel,0,1,0,5,33,3,1
2527,Terrible quality tbh #skincare,Negative,beauty,0,1,0,4,30,0,0
2528,Checking in from Dubai 🇦🇪 #tech,Neutral,tech,0,1,0,6,31,15,2
2529,Looks very forced honestly,Negative,food,0,0,0,4,26,0,1
2530,Can't stop smiling at this 😊,Positive,fitness,1,0,0,6,28,73,1
2531,What camera did you use? #tech #coding,Neutral,tech,0,2,0,7,38,5,0
2532,This made my day 😍 #mood #inspo,Positive,lifestyle,1,2,0,7,31,21,0
2533,How long did this take? #yummy #delicious,Neutral,food,0,2,0,7,41,1,0
2534,How long did this take? #instafood,Neutral,food,0,1,0,6,34,0,2
2535,Stunning as always!,Positive,food,0,0,1,3,19,16,1
2536,Hard pass 👎 #football,Negative,sports,1,1,0,4,21,5,1
2537,10/10 content!,Positive,beauty,0,0,1,2,14,16,2
2538,Yesss queen 👑 #glow #makeup,Positive,beauty,1,2,0,5,27,1,2
2539,You look amazing!,Positive,sports,0,0,1,3,17,16,0
2540,How long did this take?,Neutral,sports,0,0,0,5,23,7,1
2541,New follower here! #workout,Neutral,fitness,0,1,1,4,27,5,1
2542,Why do people even like this?,Negative,sports,0,0,0,6,29,4,2
2543,Actual goals 🙌,Positive,food,1,0,0,3,14,22,2
2544,Yesss queen 👑,Positive,beauty,1,0,0,3,13,11,2
2545,Incredible photo!,Positive,travel,0,0,1,2,17,1,1
2546,Obsessed with this look!,Positive,lifestyle,0,0,1,4,24,8,2
2547,Absolutely love this! #gym,Positive,fitness,0,1,1,4,26,0,2
2548,Ugh not again 🙄 #selfcare #glow,Negative,beauty,1,2,0,6,31,1,2
2549,What were you thinking?,Negative,lifestyle,0,0,0,4,23,1,2
2550,Best post today!,Positive,fitness,0,0,1,3,16,0,1
2551,Absolutely love this!,Positive,fashion,0,0,1,3,21,5,2
2552,Checking in from Dubai 🇦🇪,Neutral,sports,0,0,0,5,25,0,2
2553,Okay content,Neutral,fashion,0,0,0,2,12,8,0
2554,Absolutely not my thing #fitness,Negative,fitness,0,1,0,5,32,8,1
2555,You are so inspiring! #travel #adventure,Positive,travel,0,2,1,6,40,0,1
2556,Getting worse every post,Negative,food,0,0,0,4,24,9,1
2557,Slaying as usual 👏,Positive,fashion,1,0,0,4,18,8,2
2558,How long did this take?,Neutral,food,0,0,0,5,23,1,0
2559,This made my day 😍 #glow #beauty,Positive,beauty,1,2,0,7,32,0,1
2560,Totally unrelatable,Negative,beauty,0,0,0,2,19,2,0
2561,Can't stop smiling at this 😊,Positive,sports,1,0,0,6,28,18,2
2562,This is everything ❤️,Positive,fashion,0,0,0,4,21,14,2
2563,Stunning as always! #cricket #athlete,Positive,sports,0,2,1,5,37,0,0
2564,This made my day 😍,Positive,travel,1,0,0,5,18,0,1
2565,10/10 content! #instatravel #travel,Positive,travel,0,2,1,4,35,6,1
2566,Stop posting this garbage,Negative,sports,0,0,0,4,25,1,1
2567,"Nice location, where is this?",Neutral,food,0,0,0,5,29,1,1
2568,You are so inspiring! #wanderlust #travel,Positive,travel,0,2,1,6,41,3,1
2569,Okay content,Neutral,travel,0,0,0,2,12,8,1
2570,Spreading good vibes 🌟 #beauty #selfcare,Positive,beauty,1,2,0,6,40,31,0
2571,Literally the best 💖,Positive,food,1,0,0,4,20,6,2
2572,Yesss queen 👑 #beauty #skincare,Positive,beauty,1,2,0,5,31,28,1
2573,Terrible quality tbh #dailylife #mood,Negative,lifestyle,0,2,0,5,37,1,1
2574,Pure perfection! #fashion,Positive,fashion,0,1,1,3,25,7,2
2575,Literally the best 💖,Positive,fashion,1,0,0,4,20,3,2
2576,You inspire me every day #innovation,Positive,tech,0,1,0,6,36,12,1
2577,Best post today! #instafood #delicious,Positive,food,0,2,1,5,38,46,0
2578,Obsessed with this look!,Positive,food,0,0,1,4,24,11,1
2579,Very underwhelming,Negative,food,0,0,0,2,18,1,0
2580,You inspire me every day,Positive,fashion,0,0,0,5,24,12,0
2581,Ugh not again 🙄 #athlete,Negative,sports,1,1,0,5,24,0,2
2582,I disagree completely,Negative,fitness,0,0,0,3,21,6,2
2583,You inspire me every day,Positive,fitness,0,0,0,5,24,8,0
2584,So bad I had to comment,Negative,fashion,0,0,0,6,23,1,2
2585,This warmed my heart 🥰,Positive,fashion,1,0,0,5,22,10,1
2586,Love your energy! #glow #selfcare,Positive,beauty,0,2,1,5,33,11,2
2587,This showed up on my feed,Neutral,fashion,0,0,0,6,25,0,1
2588,So bad I had to comment,Negative,lifestyle,0,0,0,6,23,3,2
2589,Spreading good vibes 🌟,Positive,tech,1,0,0,4,22,3,1
2590,Terrible quality tbh,Negative,lifestyle,0,0,0,3,20,3,2
2591,Okay content,Neutral,travel,0,0,0,2,12,8,1
2592,10/10 content!,Positive,tech,0,0,1,2,14,19,1
2593,Slaying as usual 👏,Positive,beauty,1,0,0,4,18,9,1
2594,Pure perfection!,Positive,lifestyle,0,0,1,2,16,8,0
2595,Nobody asked for this,Negative,beauty,0,0,0,4,21,0,2
2596,Totally in love!,Positive,tech,0,0,1,3,16,17,2
2597,This deserves more likes!,Positive,beauty,0,0,1,4,25,3,2
2598,You always deliver 💯,Positive,tech,1,0,0,4,20,8,2
2599,Worst content ever 😒,Negative,tech,1,0,0,4,20,1,2
2600,Hard pass 👎,Negative,travel,1,0,0,3,11,0,1
2601,Yesss queen 👑,Positive,beauty,1,0,0,3,13,11,0
2602,First time seeing this,Neutral,travel,0,0,0,4,22,0,1
2603,This makes no sense,Negative,fashion,0,0,0,4,19,4,1
2604,So proud of you ❤️ #football #athlete,Positive,sports,0,2,0,7,37,4,2
2605,You are so inspiring! #innovation #programming,Positive,tech,0,2,1,6,46,0,0
2606,Spreading good vibes 🌟,Positive,tech,1,0,0,4,22,8,2
2607,This is so fake,Negative,tech,0,0,0,4,15,0,0
2608,Spreading good vibes 🌟,Positive,lifestyle,1,0,0,4,22,3,1
2609,Obsessed with this look! #skincare,Positive,beauty,0,1,1,5,34,14,0
2610,Totally in love! #gym #fitness,Positive,fitness,0,2,1,5,30,0,2
2611,Not a fan of this at all,Negative,fashion,0,0,0,7,24,5,2
2612,Actual goals 🙌,Positive,fitness,1,0,0,3,14,0,2
2613,So happy for you! #inspo #dailylife,Positive,lifestyle,0,2,1,6,35,3,0
2614,Best post today! #makeup #beauty,Positive,beauty,0,2,1,5,32,16,0
2615,Spreading good vibes 🌟 #programming,Positive,tech,1,1,0,5,35,4,0
2616,Living for this content!,Positive,travel,0,0,1,4,24,1,1
2617,Slaying as usual 👏,Positive,fashion,1,0,0,4,18,5,2
2618,Just scrolling by #athlete,Neutral,sports,0,1,0,4,26,1,2
2619,This is fire 🔥,Positive,travel,1,0,0,4,14,22,1
2620,Incredible photo!,Positive,tech,0,0,1,2,17,4,1
2621,This deserves more likes! #glow #makeup,Positive,beauty,0,2,1,6,39,18,1
2622,This is fire 🔥 #gym #gains,Positive,fitness,1,2,0,6,26,26,1
2623,So happy for you!,Positive,tech,0,0,1,4,17,6,0
2624,This made my day 😍,Positive,sports,1,0,0,5,18,28,2
2625,Literally the best 💖,Positive,fitness,1,0,0,4,20,5,0
2626,So proud of you ❤️,Positive,beauty,0,0,0,5,18,39,1
2627,Blessed to see this! #football #cricket,Positive,sports,0,2,1,6,39,1,1
2628,You inspire me every day #innovation,Positive,tech,0,1,0,6,36,13,2
2629,Stunning as always!,Positive,fashion,0,0,1,3,19,8,1
2630,Can't stop smiling at this 😊,Positive,fashion,1,0,0,6,28,5,0
2631,This warmed my heart 🥰 #delicious #instafood,Positive,food,1,2,0,7,44,12,1
2632,Totally in love!,Positive,lifestyle,0,0,1,3,16,14,0
2633,This is so beautiful!,Positive,tech,0,0,1,4,21,0,0
2634,Just saw this on explore,Neutral,food,0,0,0,5,24,0,2
2635,Blessed to see this!,Positive,sports,0,0,1,4,20,14,0
2636,You are so inspiring! #style,Positive,fashion,0,1,1,5,28,13,0
2637,Nobody asked for this,Negative,sports,0,0,0,4,21,10,2
2638,So happy for you!,Positive,travel,0,0,1,4,17,17,1
2639,Neutral opinion here,Neutral,tech,0,0,0,3,20,15,2
2640,Love your energy! #delicious,Positive,food,0,1,1,4,28,14,0
2641,"Noted, will try",Neutral,fashion,0,0,0,3,15,1,1
2642,Super boring honestly #tech,Negative,tech,0,1,0,4,27,0,2
2643,You are so inspiring!,Positive,food,0,0,1,4,21,18,0
2644,This place looks dreamy 🌈,Positive,sports,1,0,0,5,25,12,2
2645,Looks very forced honestly,Negative,lifestyle,0,0,0,4,26,0,2
2646,Not bad not great,Neutral,beauty,0,0,0,4,17,2,2
2647,Okay content #vibes #mood,Neutral,lifestyle,0,2,0,4,25,15,0
2648,Different vibe today,Neutral,fashion,0,0,0,3,20,3,1
2649,New follower here!,Neutral,fitness,0,0,1,3,18,2,1
2650,This made my day 😍 #beauty,Positive,beauty,1,1,0,6,26,7,0
2651,Literally the best 💖,Positive,travel,1,0,0,4,20,2,2
2652,Love your energy! #coding,Positive,tech,0,1,1,4,25,5,1
2653,10/10 content!,Positive,lifestyle,0,0,1,2,14,5,1
2654,Checking in from Dubai 🇦🇪,Neutral,sports,0,0,0,5,25,0,0
2655,This is everything ❤️ #explore,Positive,travel,0,1,0,5,30,17,1
2656,Different vibe today,Neutral,lifestyle,0,0,0,3,20,2,1
2657,Okay I guess,Neutral,sports,0,0,0,3,12,8,1
2658,You always deliver 💯 #beauty,Positive,beauty,1,1,0,5,28,22,0
